position select_coef p1_freq p2_freq origin_gen migr_rate mut_rate recomb_rate fitness_width output_gen rep
4722502 -0.0754576 0.127 0 5500 1e-05 1e-06 1e-06 25 6000 0
4977501 -0.0806224 0.001 0 5996 1e-05 1e-06 1e-06 25 6000 0
132502 -0.0159028 0 0.016 6824 1e-05 1e-06 1e-06 25 8000 0
192502 -0.0179787 0 0.331 7357 1e-05 1e-06 1e-06 25 8000 0
920002 0.0115336 0.3475 0 3269 1e-05 1e-06 1e-06 25 8000 0
920002 0.0278919 0 0.0005 7995 1e-05 1e-06 1e-06 25 8000 0
1737502 -0.0349726 0 0.6385 5781 1e-05 1e-06 1e-06 25 8000 0
2030001 0.018232 1 0 5033 1e-05 1e-06 1e-06 25 8000 0
2210002 -0.0126438 0 0.0005 8000 1e-05 1e-06 1e-06 25 8000 0
2390002 0.0590133 0 0.002 7994 1e-05 1e-06 1e-06 25 8000 0
3207501 -0.0219432 0.0815 0 7402 1e-05 1e-06 1e-06 25 8000 0
3470002 -0.0378652 0.003 0 7984 1e-05 1e-06 1e-06 25 8000 0
4122502 0.125109 1 0 5675 1e-05 1e-06 1e-06 25 8000 0
4400001 -0.0291361 0.002 0 7777 1e-05 1e-06 1e-06 25 8000 0
4662501 0.0322434 1 0 1493 1e-05 1e-06 1e-06 25 8000 0
4722502 -0.143204 0 0.107 7554 1e-05 1e-06 1e-06 25 8000 0
4722502 0.0862078 0 0.0005 8000 1e-05 1e-06 1e-06 25 8000 0
4812501 -0.010379 0.041 0 7330 1e-05 1e-06 1e-06 25 8000 0
132502 -0.0159028 0.0005 0.4645 6824 1e-05 1e-06 1e-06 25 10000 0
192502 -0.0179787 0.001 1 7357 1e-05 1e-06 1e-06 25 10000 0
455002 0.010969 0.095 0 9813 1e-05 1e-06 1e-06 25 10000 0
552502 0.0136704 0.0045 0 9973 1e-05 1e-06 1e-06 25 10000 0
567501 0.0310256 0 0.1295 8357 1e-05 1e-06 1e-06 25 10000 0
567502 0.0112702 0.312 0 8857 1e-05 1e-06 1e-06 25 10000 0
920002 0.0115336 0.999 0 3269 1e-05 1e-06 1e-06 25 10000 0
1737502 -0.0349726 0.001 1 5781 1e-05 1e-06 1e-06 25 10000 0
2030001 0.018232 0.8495 0 5033 1e-05 1e-06 1e-06 25 10000 0
3830001 0.0335768 0.0075 0 8942 1e-05 1e-06 1e-06 25 10000 0
4092502 -0.0320274 0.084 0 8989 1e-05 1e-06 1e-06 25 10000 0
4092502 0.0554591 0.0795 0 9147 1e-05 1e-06 1e-06 25 10000 0
4122502 0.125109 0.9325 0 5675 1e-05 1e-06 1e-06 25 10000 0
4662501 0.0322434 0.999 0 1493 1e-05 1e-06 1e-06 25 10000 0
4722502 -0.143204 0.001 1 7554 1e-05 1e-06 1e-06 25 10000 0
27502 0.0432175 0 0.005 11984 1e-05 1e-06 1e-06 25 12000 0
132502 -0.0417122 0.0005 0 12000 1e-05 1e-06 1e-06 25 12000 0
192501 0.0136778 0.0275 0 11736 1e-05 1e-06 1e-06 25 12000 0
192502 -0.0868034 0 0.14 11268 1e-05 1e-06 1e-06 25 12000 0
192502 -0.0179787 0.0015 0.839 7357 1e-05 1e-06 1e-06 25 12000 0
567502 0.0112702 0.3835 0 8857 1e-05 1e-06 1e-06 25 12000 0
620002 -0.0976785 0 0.397 10073 1e-05 1e-06 1e-06 25 12000 0
920002 0.0115336 1 0.156 3269 1e-05 1e-06 1e-06 25 12000 0
1467502 0.0148211 0 0.054 11644 1e-05 1e-06 1e-06 25 12000 0
1632502 -0.0096402 0 0.0045 11988 1e-05 1e-06 1e-06 25 12000 0
1737502 -0.0349726 0.0005 1 5781 1e-05 1e-06 1e-06 25 12000 0
1970002 0.0463941 0 0.0055 11980 1e-05 1e-06 1e-06 25 12000 0
2030001 0.018232 1 0 5033 1e-05 1e-06 1e-06 25 12000 0
2037501 0.00485756 0.1435 0 10271 1e-05 1e-06 1e-06 25 12000 0
2262502 -0.0154739 0.03 0 11864 1e-05 1e-06 1e-06 25 12000 0
2300002 0.00788097 0 0.055 11852 1e-05 1e-06 1e-06 25 12000 0
2412502 0.0430692 0 0.001 11992 1e-05 1e-06 1e-06 25 12000 0
3830002 0.0250686 0 0.0025 11588 1e-05 1e-06 1e-06 25 12000 0
3830002 -0.0490678 0 0.0005 12000 1e-05 1e-06 1e-06 25 12000 0
4092501 0.0327927 0 0.0005 12000 1e-05 1e-06 1e-06 25 12000 0
4092502 -0.0320274 0.491 0 8989 1e-05 1e-06 1e-06 25 12000 0
4122501 0.00944114 0.196 0 11807 1e-05 1e-06 1e-06 25 12000 0
4122502 0.125109 1 0.054 5675 1e-05 1e-06 1e-06 25 12000 0
4662501 0.0322434 1 0 1493 1e-05 1e-06 1e-06 25 12000 0
4722502 -0.143204 0 1 7554 1e-05 1e-06 1e-06 25 12000 0
20001 -0.0252966 0.032 0 13535 1e-05 1e-06 1e-06 25 14000 0
192502 -0.0179787 0 0.14 7357 1e-05 1e-06 1e-06 25 14000 0
192502 -0.0868034 0 0.86 11268 1e-05 1e-06 1e-06 25 14000 0
567502 0.0112702 1 0 8857 1e-05 1e-06 1e-06 25 14000 0
620002 -0.0976785 0 1 10073 1e-05 1e-06 1e-06 25 14000 0
920002 0.0115336 1 0 3269 1e-05 1e-06 1e-06 25 14000 0
1677502 0.0714356 0.0325 0 13911 1e-05 1e-06 1e-06 25 14000 0
1737502 -0.0349726 0 1 5781 1e-05 1e-06 1e-06 25 14000 0
2030001 0.018232 0.9645 0 5033 1e-05 1e-06 1e-06 25 14000 0
3117502 -0.0734982 0.001 0 13999 1e-05 1e-06 1e-06 25 14000 0
3882501 0.0356456 0.0005 0 13997 1e-05 1e-06 1e-06 25 14000 0
4070002 -0.0376572 0.0025 0 13931 1e-05 1e-06 1e-06 25 14000 0
4070002 0.0235987 0 0.0275 13867 1e-05 1e-06 1e-06 25 14000 0
4122502 0.125109 1 0 5675 1e-05 1e-06 1e-06 25 14000 0
4617501 -0.00549514 0.003 0 13994 1e-05 1e-06 1e-06 25 14000 0
4662501 0.0322434 1 0 1493 1e-05 1e-06 1e-06 25 14000 0
4722502 -0.143204 0 1 7554 1e-05 1e-06 1e-06 25 14000 0
4977501 0.0446495 0.077 0 13723 1e-05 1e-06 1e-06 25 14000 0
170002 0.0275298 0.002 0 15998 1e-05 1e-06 1e-06 25 16000 0
192502 -0.0868034 0 0.6945 11268 1e-05 1e-06 1e-06 25 16000 0
192502 -0.0179787 0 0.3055 7357 1e-05 1e-06 1e-06 25 16000 0
552501 0.0541164 0 0.0025 15932 1e-05 1e-06 1e-06 25 16000 0
567502 0.0112702 1 0 8857 1e-05 1e-06 1e-06 25 16000 0
620002 -0.0976785 0 1 10073 1e-05 1e-06 1e-06 25 16000 0
920002 0.0115336 1 0.004 3269 1e-05 1e-06 1e-06 25 16000 0
1310002 -0.068189 0.194 0 15453 1e-05 1e-06 1e-06 25 16000 0
1467502 0.0405254 0 0.023 15963 1e-05 1e-06 1e-06 25 16000 0
1677502 0.0714356 0.6185 0 13911 1e-05 1e-06 1e-06 25 16000 0
1737502 -0.0349726 0 1 5781 1e-05 1e-06 1e-06 25 16000 0
2030001 -0.025697 0 0.955 14632 1e-05 1e-06 1e-06 25 16000 0
2030001 0.018232 1 0 5033 1e-05 1e-06 1e-06 25 16000 0
2112501 0.019599 0 0.031 15838 1e-05 1e-06 1e-06 25 16000 0
2990002 -0.0622004 0.0005 0 15999 1e-05 1e-06 1e-06 25 16000 0
3132501 0.061059 0.0005 0 16000 1e-05 1e-06 1e-06 25 16000 0
3747501 -0.0815423 0 0.642 14155 1e-05 1e-06 1e-06 25 16000 0
4122502 0.125109 1 0.0015 5675 1e-05 1e-06 1e-06 25 16000 0
4662501 0.0322434 1 0 1493 1e-05 1e-06 1e-06 25 16000 0
4722502 -0.143204 0 1 7554 1e-05 1e-06 1e-06 25 16000 0
4977501 0.0446495 0.7155 0 13723 1e-05 1e-06 1e-06 25 16000 0
192502 -0.0179787 0 0.7085 7357 1e-05 1e-06 1e-06 25 18000 0
192502 -0.0868034 0 0.2915 11268 1e-05 1e-06 1e-06 25 18000 0
567502 0.0112702 1 0 8857 1e-05 1e-06 1e-06 25 18000 0
620002 -0.0976785 0 1 10073 1e-05 1e-06 1e-06 25 18000 0
920002 0.0115336 1 0 3269 1e-05 1e-06 1e-06 25 18000 0
1310002 -0.068189 0.888 0 15453 1e-05 1e-06 1e-06 25 18000 0
1362502 -0.0664556 0 0.024 17882 1e-05 1e-06 1e-06 25 18000 0
1610002 -0.0498374 0 0.4555 16167 1e-05 1e-06 1e-06 25 18000 0
1632501 -0.0294995 0.003 0 17980 1e-05 1e-06 1e-06 25 18000 0
1677502 0.0714356 1 0 13911 1e-05 1e-06 1e-06 25 18000 0
1737502 -0.0349726 0 1 5781 1e-05 1e-06 1e-06 25 18000 0
1917502 -0.0938306 0 0.0215 17918 1e-05 1e-06 1e-06 25 18000 0
2030001 0.018232 1 0 5033 1e-05 1e-06 1e-06 25 18000 0
2030001 -0.025697 0 1 14632 1e-05 1e-06 1e-06 25 18000 0
2457501 0.0149984 0 0.0065 17913 1e-05 1e-06 1e-06 25 18000 0
2892502 0.0135286 0.614 0 16024 1e-05 1e-06 1e-06 25 18000 0
3020001 0.0948027 0.0045 0 17986 1e-05 1e-06 1e-06 25 18000 0
3747501 -0.0815423 0 0.656 14155 1e-05 1e-06 1e-06 25 18000 0
4122502 0.125109 0.9245 0 5675 1e-05 1e-06 1e-06 25 18000 0
4617502 0.0731931 0 0.0015 17990 1e-05 1e-06 1e-06 25 18000 0
4662501 0.0322434 1 0 1493 1e-05 1e-06 1e-06 25 18000 0
4722502 -0.143204 0 1 7554 1e-05 1e-06 1e-06 25 18000 0
4977501 0.0446495 1 0 13723 1e-05 1e-06 1e-06 25 18000 0
140001 0.00291439 0.011 0 19938 1e-05 1e-06 1e-06 25 20000 0
192502 -0.0179787 0 0.702 7357 1e-05 1e-06 1e-06 25 20000 0
192502 -0.0868034 0 0.2475 11268 1e-05 1e-06 1e-06 25 20000 0
567502 0.0112702 1 0 8857 1e-05 1e-06 1e-06 25 20000 0
620002 -0.0976785 0 1 10073 1e-05 1e-06 1e-06 25 20000 0
642502 -0.0487127 0 0.106 19234 1e-05 1e-06 1e-06 25 20000 0
920002 0.0115336 1 0 3269 1e-05 1e-06 1e-06 25 20000 0
1310002 -0.068189 0.109 0 15453 1e-05 1e-06 1e-06 25 20000 0
1610002 -0.0498374 0 0.36 16167 1e-05 1e-06 1e-06 25 20000 0
1677502 0.0714356 0.938 0 13911 1e-05 1e-06 1e-06 25 20000 0
1737502 -0.0349726 0 1 5781 1e-05 1e-06 1e-06 25 20000 0
2030001 -0.025697 0 1 14632 1e-05 1e-06 1e-06 25 20000 0
2030001 0.018232 1 0 5033 1e-05 1e-06 1e-06 25 20000 0
2112501 0.015347 0.003 0 19983 1e-05 1e-06 1e-06 25 20000 0
2210002 0.131238 0.005 0 19978 1e-05 1e-06 1e-06 25 20000 0
2495001 0.00359619 0.007 0 19987 1e-05 1e-06 1e-06 25 20000 0
3087501 0.01265 0.021 0 19893 1e-05 1e-06 1e-06 25 20000 0
3132501 0.0153086 0 0.0015 19987 1e-05 1e-06 1e-06 25 20000 0
3470001 0.0196272 0 0.016 19868 1e-05 1e-06 1e-06 25 20000 0
3747501 -0.0815423 0 1 14155 1e-05 1e-06 1e-06 25 20000 0
3830002 -0.0350288 0.1215 0 18627 1e-05 1e-06 1e-06 25 20000 0
4092501 -0.0136965 0.005 0 19994 1e-05 1e-06 1e-06 25 20000 0
4122502 0.125109 0.999 0 5675 1e-05 1e-06 1e-06 25 20000 0
4662501 0.0322434 0.9955 0 1493 1e-05 1e-06 1e-06 25 20000 0
4662502 0.0134819 0 0.0895 19076 1e-05 1e-06 1e-06 25 20000 0
4722502 -0.143204 0.002 1 7554 1e-05 1e-06 1e-06 25 20000 0
4977501 0.0446495 0.998 0 13723 1e-05 1e-06 1e-06 25 20000 0
192502 -0.0868034 0 0.341 11268 1e-05 1e-06 1e-06 25 22000 0
192502 -0.0179787 0 0.659 7357 1e-05 1e-06 1e-06 25 22000 0
567502 0.0112702 1 0.111 8857 1e-05 1e-06 1e-06 25 22000 0
620002 -0.0976785 0 0.966 10073 1e-05 1e-06 1e-06 25 22000 0
920001 -0.000754424 0 0.005 21993 1e-05 1e-06 1e-06 25 22000 0
920002 0.0115336 0.842 0 3269 1e-05 1e-06 1e-06 25 22000 0
1362501 0.0641028 0.0035 0 21981 1e-05 1e-06 1e-06 25 22000 0
1610002 -0.0498374 0 0.8375 16167 1e-05 1e-06 1e-06 25 22000 0
1677502 0.0617356 0 0.0025 21993 1e-05 1e-06 1e-06 25 22000 0
1677502 0.0714356 0.994 0 13911 1e-05 1e-06 1e-06 25 22000 0
1737502 -0.0349726 0.008 1 5781 1e-05 1e-06 1e-06 25 22000 0
2030001 -0.025697 0.0025 1 14632 1e-05 1e-06 1e-06 25 22000 0
2030001 0.018232 0.9975 0 5033 1e-05 1e-06 1e-06 25 22000 0
2037501 -0.116052 0.021 0 21874 1e-05 1e-06 1e-06 25 22000 0
2112502 -0.00822873 0.0005 0 22000 1e-05 1e-06 1e-06 25 22000 0
3005002 0.0446256 0.1165 0 21497 1e-05 1e-06 1e-06 25 22000 0
3020002 -0.0580798 0.0005 0 22000 1e-05 1e-06 1e-06 25 22000 0
3207501 0.0314151 0.5325 0.0415 21319 1e-05 1e-06 1e-06 25 22000 0
3207502 -0.0429793 0 0.008 21951 1e-05 1e-06 1e-06 25 22000 0
3747501 -0.0815423 0 1 14155 1e-05 1e-06 1e-06 25 22000 0
4122502 0.125109 0.9925 0 5675 1e-05 1e-06 1e-06 25 22000 0
4662501 0.0322434 0.991 0.0075 1493 1e-05 1e-06 1e-06 25 22000 0
4722502 -0.143204 0.004 1 7554 1e-05 1e-06 1e-06 25 22000 0
4962501 0.0599763 0.0005 0 22000 1e-05 1e-06 1e-06 25 22000 0
4977501 0.0446495 1 0 13723 1e-05 1e-06 1e-06 25 22000 0
192502 -0.0868034 0 1 11268 1e-05 1e-06 1e-06 25 24000 0
567502 0.0112702 1 0 8857 1e-05 1e-06 1e-06 25 24000 0
620002 -0.0976785 0 1 10073 1e-05 1e-06 1e-06 25 24000 0
920002 0.0115336 1 0 3269 1e-05 1e-06 1e-06 25 24000 0
1355002 -0.0419316 0 0.001 23955 1e-05 1e-06 1e-06 25 24000 0
1610002 -0.0498374 0 1 16167 1e-05 1e-06 1e-06 25 24000 0
1677502 0.0714356 0.8895 0 13911 1e-05 1e-06 1e-06 25 24000 0
1737502 -0.0349726 0 1 5781 1e-05 1e-06 1e-06 25 24000 0
2030001 0.018232 1 0 5033 1e-05 1e-06 1e-06 25 24000 0
2030001 -0.025697 0 1 14632 1e-05 1e-06 1e-06 25 24000 0
2300001 -0.0390046 0 0.001 23994 1e-05 1e-06 1e-06 25 24000 0
3005002 0.0446256 0.5925 0 21497 1e-05 1e-06 1e-06 25 24000 0
3207501 0.0314151 0.553 0 21319 1e-05 1e-06 1e-06 25 24000 0
3507502 -0.0486871 0.005 0 23988 1e-05 1e-06 1e-06 25 24000 0
3747501 -0.0815423 0 1 14155 1e-05 1e-06 1e-06 25 24000 0
4122502 0.125109 1 0 5675 1e-05 1e-06 1e-06 25 24000 0
4662501 0.0322434 1 0 1493 1e-05 1e-06 1e-06 25 24000 0
4722502 -0.143204 0 1 7554 1e-05 1e-06 1e-06 25 24000 0
4977501 0.0446495 1 0 13723 1e-05 1e-06 1e-06 25 24000 0
192502 -0.0868034 0 1 11268 1e-05 1e-06 1e-06 25 26000 0
455002 -0.0316509 0.6405 0 24144 1e-05 1e-06 1e-06 25 26000 0
567502 0.0112702 1 0 8857 1e-05 1e-06 1e-06 25 26000 0
620002 -0.0976785 0 1 10073 1e-05 1e-06 1e-06 25 26000 0
920002 0.0115336 1 0 3269 1e-05 1e-06 1e-06 25 26000 0
1610001 0.0367907 0 0.006 25996 1e-05 1e-06 1e-06 25 26000 0
1610002 -0.0498374 0 0.9775 16167 1e-05 1e-06 1e-06 25 26000 0
1677502 0.0714356 0.6185 0 13911 1e-05 1e-06 1e-06 25 26000 0
1737502 -0.0349726 0 1 5781 1e-05 1e-06 1e-06 25 26000 0
2030001 0.018232 1 0 5033 1e-05 1e-06 1e-06 25 26000 0
2030001 -0.025697 0 1 14632 1e-05 1e-06 1e-06 25 26000 0
3005002 0.0446256 0.622 0 21497 1e-05 1e-06 1e-06 25 26000 0
3087502 0.0114064 0.0035 0 25993 1e-05 1e-06 1e-06 25 26000 0
3117502 -0.00722871 0.171 0 24922 1e-05 1e-06 1e-06 25 26000 0
3132502 0.0804445 0.0015 0 25996 1e-05 1e-06 1e-06 25 26000 0
3207501 0.0314151 1 0 21319 1e-05 1e-06 1e-06 25 26000 0
3207501 -0.0627865 0 0.004 25992 1e-05 1e-06 1e-06 25 26000 0
3507501 -0.0533502 0 0.011 25869 1e-05 1e-06 1e-06 25 26000 0
3747501 -0.0815423 0 0.857 14155 1e-05 1e-06 1e-06 25 26000 0
4122502 0.125109 1 0 5675 1e-05 1e-06 1e-06 25 26000 0
4160002 0.0220049 0 0.0135 25846 1e-05 1e-06 1e-06 25 26000 0
4617501 0.0341964 0.0155 0 25971 1e-05 1e-06 1e-06 25 26000 0
4662501 0.0322434 1 0 1493 1e-05 1e-06 1e-06 25 26000 0
4722502 -0.143204 0 0.995 7554 1e-05 1e-06 1e-06 25 26000 0
4977501 0.0446495 1 0.205 13723 1e-05 1e-06 1e-06 25 26000 0
192502 -0.0868034 0 1 11268 1e-05 1e-06 1e-06 25 28000 0
455002 -0.0316509 0.768 0 24144 1e-05 1e-06 1e-06 25 28000 0
567502 0.0112702 0.9885 0.0865 8857 1e-05 1e-06 1e-06 25 28000 0
620002 0.00267737 0 0.007 27987 1e-05 1e-06 1e-06 25 28000 0
620002 -0.0976785 0 0.993 10073 1e-05 1e-06 1e-06 25 28000 0
920002 0.0115336 1 0.478 3269 1e-05 1e-06 1e-06 25 28000 0
1310001 -0.0325619 0.032 0 27562 1e-05 1e-06 1e-06 25 28000 0
1610002 -0.0498374 0 1 16167 1e-05 1e-06 1e-06 25 28000 0
1677502 0.00314819 0.0295 0 27431 1e-05 1e-06 1e-06 25 28000 0
1677502 0.0714356 0.9705 0 13911 1e-05 1e-06 1e-06 25 28000 0
1737502 -0.0349726 0 0.149 5781 1e-05 1e-06 1e-06 25 28000 0
1917502 0.00336718 0.0045 0 27940 1e-05 1e-06 1e-06 25 28000 0
2030001 0.018232 1 0 5033 1e-05 1e-06 1e-06 25 28000 0
2030001 -0.025697 0 1 14632 1e-05 1e-06 1e-06 25 28000 0
2990001 -0.034312 0.0135 0 27968 1e-05 1e-06 1e-06 25 28000 0
3005002 0.0446256 0.3655 0 21497 1e-05 1e-06 1e-06 25 28000 0
3005002 0.194299 0.006 0 27985 1e-05 1e-06 1e-06 25 28000 0
3207501 0.0314151 1 0 21319 1e-05 1e-06 1e-06 25 28000 0
3747501 -0.0815423 0 1 14155 1e-05 1e-06 1e-06 25 28000 0
3830002 0.0178853 0 0.1995 27729 1e-05 1e-06 1e-06 25 28000 0
4092501 -0.0111525 0.003 0 27972 1e-05 1e-06 1e-06 25 28000 0
4122502 0.125109 1 0 5675 1e-05 1e-06 1e-06 25 28000 0
4662501 0.0322434 1 0 1493 1e-05 1e-06 1e-06 25 28000 0
4722502 -0.143204 0 1 7554 1e-05 1e-06 1e-06 25 28000 0
4977501 0.0446495 1 0 13723 1e-05 1e-06 1e-06 25 28000 0
192502 -0.0868034 0 1 11268 1e-05 1e-06 1e-06 25 30000 0
207502 0.000764681 0 0.242 28624 1e-05 1e-06 1e-06 25 30000 0
455002 -0.0316509 0.2985 0 24144 1e-05 1e-06 1e-06 25 30000 0
567502 0.0112702 1 0 8857 1e-05 1e-06 1e-06 25 30000 0
620002 -0.0976785 0 1 10073 1e-05 1e-06 1e-06 25 30000 0
747502 -0.0596873 0.0015 0 29995 1e-05 1e-06 1e-06 25 30000 0
800002 0.0951843 0 0.016 29932 1e-05 1e-06 1e-06 25 30000 0
920002 0.0115336 1 0 3269 1e-05 1e-06 1e-06 25 30000 0
1610002 -0.0498374 0 0.785 16167 1e-05 1e-06 1e-06 25 30000 0
1610002 0.0147239 0.482 0.0545 28241 1e-05 1e-06 1e-06 25 30000 0
1677502 0.0714356 1 0 13911 1e-05 1e-06 1e-06 25 30000 0
1737502 -0.0349726 0 0.007 5781 1e-05 1e-06 1e-06 25 30000 0
1917501 -0.0017814 0.1255 0 29795 1e-05 1e-06 1e-06 25 30000 0
2030001 0.018232 1 0 5033 1e-05 1e-06 1e-06 25 30000 0
2030001 -0.025697 0 1 14632 1e-05 1e-06 1e-06 25 30000 0
2045001 0.0941494 0 0.0155 29975 1e-05 1e-06 1e-06 25 30000 0
2112502 0.0087254 0 0.002 29999 1e-05 1e-06 1e-06 25 30000 0
2412501 0.0962984 0.0005 0 29996 1e-05 1e-06 1e-06 25 30000 0
3005002 0.0446256 0.5425 0 21497 1e-05 1e-06 1e-06 25 30000 0
3132501 0.0423504 0 0.003 29997 1e-05 1e-06 1e-06 25 30000 0
3207501 0.0314151 1 0 21319 1e-05 1e-06 1e-06 25 30000 0
3747501 -0.0815423 0 1 14155 1e-05 1e-06 1e-06 25 30000 0
3830002 0.0178853 0 0.2965 27729 1e-05 1e-06 1e-06 25 30000 0
3882502 -0.0424483 0.02 0 29533 1e-05 1e-06 1e-06 25 30000 0
3987502 0.0149839 0.0015 0 29998 1e-05 1e-06 1e-06 25 30000 0
4092502 -0.0438182 0.269 0 28979 1e-05 1e-06 1e-06 25 30000 0
4122502 0.125109 1 0 5675 1e-05 1e-06 1e-06 25 30000 0
4310001 0.0199612 0 0.0155 29951 1e-05 1e-06 1e-06 25 30000 0
4580001 -0.00137803 0.011 0 29908 1e-05 1e-06 1e-06 25 30000 0
4662501 0.0322434 1 0 1493 1e-05 1e-06 1e-06 25 30000 0
4722502 -0.143204 0 1 7554 1e-05 1e-06 1e-06 25 30000 0
4977501 0.116798 0.009 0 29870 1e-05 1e-06 1e-06 25 30000 0
4977501 0.0446495 0.991 0.006 13723 1e-05 1e-06 1e-06 25 30000 0
140002 -0.0522272 0 0.033 31829 1e-05 1e-06 1e-06 25 32000 0
192502 -0.0868034 0 1 11268 1e-05 1e-06 1e-06 25 32000 0
455001 0.0794974 0.0175 0 31960 1e-05 1e-06 1e-06 25 32000 0
567501 -0.0468876 0 0.0025 31982 1e-05 1e-06 1e-06 25 32000 0
567502 0.0112702 1 0 8857 1e-05 1e-06 1e-06 25 32000 0
620002 -0.0976785 0 1 10073 1e-05 1e-06 1e-06 25 32000 0
920002 0.0115336 1 0 3269 1e-05 1e-06 1e-06 25 32000 0
1610002 0.0147239 0.999 0.1625 28241 1e-05 1e-06 1e-06 25 32000 0
1610002 -0.0498374 0.001 0.8375 16167 1e-05 1e-06 1e-06 25 32000 0
1677502 0.0714356 0.9985 0 13911 1e-05 1e-06 1e-06 25 32000 0
1917501 -0.0017814 0.612 0 29795 1e-05 1e-06 1e-06 25 32000 0
1917502 -0.090919 0 0.003 31981 1e-05 1e-06 1e-06 25 32000 0
2030001 0.018232 0.9965 0 5033 1e-05 1e-06 1e-06 25 32000 0
2030001 -0.025697 0.0035 1 14632 1e-05 1e-06 1e-06 25 32000 0
2457501 0.0380042 0.0265 0 31387 1e-05 1e-06 1e-06 25 32000 0
2720001 0.00143882 0.003 0 31992 1e-05 1e-06 1e-06 25 32000 0
3005002 -0.0302467 0 0.001 31994 1e-05 1e-06 1e-06 25 32000 0
3087502 -0.0334596 0 0.0995 31710 1e-05 1e-06 1e-06 25 32000 0
3117502 0.0494852 0 0.011 31725 1e-05 1e-06 1e-06 25 32000 0
3132501 -0.0219864 0 0.122 31638 1e-05 1e-06 1e-06 25 32000 0
3207501 0.0314151 0.999 0 21319 1e-05 1e-06 1e-06 25 32000 0
3747501 -0.0815423 0 0.9875 14155 1e-05 1e-06 1e-06 25 32000 0
3747501 -0.0551317 0 0.0125 31936 1e-05 1e-06 1e-06 25 32000 0
3830002 0.0178853 0 0.7165 27729 1e-05 1e-06 1e-06 25 32000 0
3987501 0.0311227 0.0025 0 31995 1e-05 1e-06 1e-06 25 32000 0
4122502 0.0309257 0 0.053 31918 1e-05 1e-06 1e-06 25 32000 0
4122502 0.125109 1 0 5675 1e-05 1e-06 1e-06 25 32000 0
4482502 0.0327595 0 0.0885 31156 1e-05 1e-06 1e-06 25 32000 0
4662501 0.0322434 0.9325 0 1493 1e-05 1e-06 1e-06 25 32000 0
4722502 -0.143204 0 1 7554 1e-05 1e-06 1e-06 25 32000 0
4812502 -0.028616 0.002 0.2895 31388 1e-05 1e-06 1e-06 25 32000 0
4962502 -0.0121395 0.007 0 31957 1e-05 1e-06 1e-06 25 32000 0
4977501 0.0446495 0.997 0 13723 1e-05 1e-06 1e-06 25 32000 0
20001 0.0158082 0 0.013 33955 1e-05 1e-06 1e-06 25 34000 0
192502 -0.0868034 0.0015 1 11268 1e-05 1e-06 1e-06 25 34000 0
207501 -0.037385 0.014 0 33879 1e-05 1e-06 1e-06 25 34000 0
567502 0.0112702 0.995 0 8857 1e-05 1e-06 1e-06 25 34000 0
620002 -0.0976785 0 1 10073 1e-05 1e-06 1e-06 25 34000 0
747501 -0.0389415 0.022 0 33661 1e-05 1e-06 1e-06 25 34000 0
920002 0.0115336 1 0 3269 1e-05 1e-06 1e-06 25 34000 0
1610002 0.0147239 1 0 28241 1e-05 1e-06 1e-06 25 34000 0
1610002 -0.0498374 0 1 16167 1e-05 1e-06 1e-06 25 34000 0
