position select_coef p1_freq p2_freq origin_gen migr_rate mut_rate recomb_rate fitness_width output_gen rep
3020002 -0.0861969 0.0005 0.9985 3304 0.0001 1e-06 1e-06 5 5000 0
3117502 -0.00237297 0 0.0135 3950 0.0001 1e-06 1e-06 5 5000 0
3747502 0.0171457 0.301 0.0005 4270 0.0001 1e-06 1e-06 5 5000 0
3830001 -0.119165 0.004 0.9925 2216 0.0001 1e-06 1e-06 5 5000 0
3987501 -0.0144813 0 0.9005 1775 0.0001 1e-06 1e-06 5 5000 0
4070002 0.0502619 0.802 0.001 3186 0.0001 1e-06 1e-06 5 5000 0
4092502 0.0586109 0.0335 0 4860 0.0001 1e-06 1e-06 5 5000 0
4962502 0.118557 0 0.0005 4996 0.0001 1e-06 1e-06 5 5000 0
4977502 0.0121324 0 0.0175 4969 0.0001 1e-06 1e-06 5 5000 0
170001 0.0317555 0 0.06 7079 0.0001 1e-06 1e-06 5 7500 0
387501 0.125127 0.989 0.005 476 0.0001 1e-06 1e-06 5 7500 0
642502 -0.0882427 0 0.9965 2975 0.0001 1e-06 1e-06 5 7500 0
800001 0.101076 0.9445 0 1308 0.0001 1e-06 1e-06 5 7500 0
920001 -0.0360546 0.005 0 7496 0.0001 1e-06 1e-06 5 7500 0
920002 0.0335851 0.3175 0 6518 0.0001 1e-06 1e-06 5 7500 0
1610002 -0.102506 0.0075 0.997 986 0.0001 1e-06 1e-06 5 7500 0
1970002 0.0167499 0 0.016 7297 0.0001 1e-06 1e-06 5 7500 0
2015002 0.0587056 0.3575 0 6981 0.0001 1e-06 1e-06 5 7500 0
2150001 0.0372502 0.9115 0 2271 0.0001 1e-06 1e-06 5 7500 0
2210002 -0.0458055 0.0025 0 7414 0.0001 1e-06 1e-06 5 7500 0
2412502 0.0211062 0 0.003 7492 0.0001 1e-06 1e-06 5 7500 0
3005002 0.0771157 1 0 227 0.0001 1e-06 1e-06 5 7500 0
3020002 -0.0861969 0.056 1 3304 0.0001 1e-06 1e-06 5 7500 0
3207502 -0.0261136 0 0.0235 6906 0.0001 1e-06 1e-06 5 7500 0
3747502 0.0171457 0.97 0.0455 4270 0.0001 1e-06 1e-06 5 7500 0
3830001 -0.119165 0 1 2216 0.0001 1e-06 1e-06 5 7500 0
3987501 -0.0144813 0.025 0.7555 1775 0.0001 1e-06 1e-06 5 7500 0
3987502 0.0079578 0.0005 0 7500 0.0001 1e-06 1e-06 5 7500 0
4070002 0.0502619 1 0.0045 3186 0.0001 1e-06 1e-06 5 7500 0
4310002 0.072659 0.0425 0 7386 0.0001 1e-06 1e-06 5 7500 0
27501 0.0609997 0.0155 0 9963 0.0001 1e-06 1e-06 5 10000 0
192501 0.0333638 0 0.008 9962 0.0001 1e-06 1e-06 5 10000 0
387501 0.125127 0.998 0.0225 476 0.0001 1e-06 1e-06 5 10000 0
642501 -0.0784202 0.1015 0 9669 0.0001 1e-06 1e-06 5 10000 0
642502 -0.0882427 0.003 0.9995 2975 0.0001 1e-06 1e-06 5 10000 0
800001 0.101076 0.8415 0 1308 0.0001 1e-06 1e-06 5 10000 0
800002 -0.0205757 0.0005 0 9992 0.0001 1e-06 1e-06 5 10000 0
920002 0.0335851 0.5235 0.0005 6518 0.0001 1e-06 1e-06 5 10000 0
1610002 -0.102506 0.015 0.9955 986 0.0001 1e-06 1e-06 5 10000 0
1677502 -0.0685294 0 0.001 9999 0.0001 1e-06 1e-06 5 10000 0
1737502 0.014169 0.0005 0 9941 0.0001 1e-06 1e-06 5 10000 0
1970002 -0.0511163 0.0005 0 9995 0.0001 1e-06 1e-06 5 10000 0
2015002 0.0587056 0.9985 0.1395 6981 0.0001 1e-06 1e-06 5 10000 0
2150001 0.0372502 0.251 0 2271 0.0001 1e-06 1e-06 5 10000 0
2210001 -0.107871 0.0075 0.6955 9348 0.0001 1e-06 1e-06 5 10000 0
3005002 0.0771157 0.9745 0.0005 227 0.0001 1e-06 1e-06 5 10000 0
3020002 -0.0861969 0.0055 0.9315 3304 0.0001 1e-06 1e-06 5 10000 0
3087501 0.0623594 0.682 0.0365 7786 0.0001 1e-06 1e-06 5 10000 0
3117501 0.00460994 0 0.031 9852 0.0001 1e-06 1e-06 5 10000 0
3747502 0.0171457 0.809 0.003 4270 0.0001 1e-06 1e-06 5 10000 0
3830001 -0.119165 0.001 0.9955 2216 0.0001 1e-06 1e-06 5 10000 0
3882501 0.0724429 0 0.0005 10000 0.0001 1e-06 1e-06 5 10000 0
3987501 -0.0144813 0 0.9585 1775 0.0001 1e-06 1e-06 5 10000 0
4070002 0.0502619 0.9995 0.0005 3186 0.0001 1e-06 1e-06 5 10000 0
27502 0.0259515 0.242 0.0025 11463 0.0001 1e-06 1e-06 5 12500 0
387501 0.125127 0.9905 0.004 476 0.0001 1e-06 1e-06 5 12500 0
642502 -0.0882427 0.0295 1 2975 0.0001 1e-06 1e-06 5 12500 0
800001 0.101076 0.978 0 1308 0.0001 1e-06 1e-06 5 12500 0
800002 0.0906407 0.0005 0 12496 0.0001 1e-06 1e-06 5 12500 0
920002 0.0335851 1 0 6518 0.0001 1e-06 1e-06 5 12500 0
1610002 -0.102506 0.0695 0.971 986 0.0001 1e-06 1e-06 5 12500 0
1632502 0.0012292 0.0845 0 11832 0.0001 1e-06 1e-06 5 12500 0
1662502 -0.0361443 0 0.3905 12162 0.0001 1e-06 1e-06 5 12500 0
1737501 -0.0162631 0.0145 0 12042 0.0001 1e-06 1e-06 5 12500 0
2015002 0.0587056 1 0.07 6981 0.0001 1e-06 1e-06 5 12500 0
2030002 0.0135869 0.002 0 12473 0.0001 1e-06 1e-06 5 12500 0
2037501 0.107203 0.2125 0 11116 0.0001 1e-06 1e-06 5 12500 0
2210001 -0.107871 0 0.9965 9348 0.0001 1e-06 1e-06 5 12500 0
2390002 -0.0302379 0 0.0005 12500 0.0001 1e-06 1e-06 5 12500 0
3005002 0.0771157 0.9455 0 227 0.0001 1e-06 1e-06 5 12500 0
3020002 -0.0861969 0.0075 0.9995 3304 0.0001 1e-06 1e-06 5 12500 0
3087501 0.0623594 1 0.1185 7786 0.0001 1e-06 1e-06 5 12500 0
3747502 0.0171457 0.3895 0.0055 4270 0.0001 1e-06 1e-06 5 12500 0
3830001 -0.119165 0.1905 0.9945 2216 0.0001 1e-06 1e-06 5 12500 0
3830001 -0.0170988 0.0015 0 12492 0.0001 1e-06 1e-06 5 12500 0
3987501 -0.0144813 0.3015 0.9535 1775 0.0001 1e-06 1e-06 5 12500 0
3987502 -0.0469503 0.0005 0 12499 0.0001 1e-06 1e-06 5 12500 0
4070002 0.0502619 1 0.956 3186 0.0001 1e-06 1e-06 5 12500 0
4092501 -0.114859 0.002 0 12493 0.0001 1e-06 1e-06 5 12500 0
4977502 0.0751956 0 0.0995 12122 0.0001 1e-06 1e-06 5 12500 0
27502 0.0259515 0.7915 0.1335 11463 0.0001 1e-06 1e-06 5 15000 0
170002 0.109546 0.0085 0 14970 0.0001 1e-06 1e-06 5 15000 0
387501 0.125127 0.27 0 476 0.0001 1e-06 1e-06 5 15000 0
642502 -0.0882427 0 0.9995 2975 0.0001 1e-06 1e-06 5 15000 0
800001 0.101076 1 0.0225 1308 0.0001 1e-06 1e-06 5 15000 0
920002 0.0335851 1 0.6345 6518 0.0001 1e-06 1e-06 5 15000 0
1362502 0.0419082 0.0035 0 14992 0.0001 1e-06 1e-06 5 15000 0
1467501 0.00641546 0 0.0935 14698 0.0001 1e-06 1e-06 5 15000 0
1610002 -0.102506 0.0175 0.989 986 0.0001 1e-06 1e-06 5 15000 0
1617501 -0.00903866 0.009 0 14827 0.0001 1e-06 1e-06 5 15000 0
1662502 -0.0361443 0.09 0.4965 12162 0.0001 1e-06 1e-06 5 15000 0
1970001 0.0346724 0.0005 0 14999 0.0001 1e-06 1e-06 5 15000 0
2015002 0.0587056 1 0.1315 6981 0.0001 1e-06 1e-06 5 15000 0
2045002 0.0689185 0.0035 0 14972 0.0001 1e-06 1e-06 5 15000 0
2210001 -0.107871 0.008 0.9995 9348 0.0001 1e-06 1e-06 5 15000 0
2300001 0.0383669 0 0.068 14777 0.0001 1e-06 1e-06 5 15000 0
3005002 0.0771157 1 0.0005 227 0.0001 1e-06 1e-06 5 15000 0
3020002 -0.0861969 0 0.917 3304 0.0001 1e-06 1e-06 5 15000 0
3087501 0.0623594 1 0.0005 7786 0.0001 1e-06 1e-06 5 15000 0
3830001 -0.119165 0.0255 0.8725 2216 0.0001 1e-06 1e-06 5 15000 0
3987501 -0.0144813 0.7335 1 1775 0.0001 1e-06 1e-06 5 15000 0
4070002 0.0502619 1 1 3186 0.0001 1e-06 1e-06 5 15000 0
4580002 -0.0606837 0 0.0005 15000 0.0001 1e-06 1e-06 5 15000 0
4662501 0.0292179 0 0.294 14211 0.0001 1e-06 1e-06 5 15000 0
4812502 -0.0116439 0 0.0005 15000 0.0001 1e-06 1e-06 5 15000 0
4977501 0.0414756 0 0.0015 14926 0.0001 1e-06 1e-06 5 15000 0
20002 0.0730164 0.482 0 16257 0.0001 1e-06 1e-06 5 17500 0
27502 0.0259515 1 0 11463 0.0001 1e-06 1e-06 5 17500 0
132502 -0.0153535 0.0015 0 17473 0.0001 1e-06 1e-06 5 17500 0
170001 -0.0038561 0 0.1655 16906 0.0001 1e-06 1e-06 5 17500 0
387501 0.125127 1 0.125 476 0.0001 1e-06 1e-06 5 17500 0
642502 -0.0882427 0.0485 1 2975 0.0001 1e-06 1e-06 5 17500 0
800001 0.101076 0.932 0.003 1308 0.0001 1e-06 1e-06 5 17500 0
920002 0.0335851 0.9835 0.0005 6518 0.0001 1e-06 1e-06 5 17500 0
1610002 -0.102506 0.002 0.997 986 0.0001 1e-06 1e-06 5 17500 0
1617501 0.0144291 0.0065 0 17479 0.0001 1e-06 1e-06 5 17500 0
2015002 0.0587056 1 0.0495 6981 0.0001 1e-06 1e-06 5 17500 0
2210001 -0.107871 0.003 1 9348 0.0001 1e-06 1e-06 5 17500 0
3005002 0.0771157 0.9915 0 227 0.0001 1e-06 1e-06 5 17500 0
3020002 -0.0861969 0.2145 1 3304 0.0001 1e-06 1e-06 5 17500 0
3087501 0.0623594 0.9905 0.057 7786 0.0001 1e-06 1e-06 5 17500 0
3830001 -0.119165 0.2475 1 2216 0.0001 1e-06 1e-06 5 17500 0
3987501 -0.0144813 0.6145 1 1775 0.0001 1e-06 1e-06 5 17500 0
4070002 0.0502619 1 1 3186 0.0001 1e-06 1e-06 5 17500 0
4662501 0.0292179 0 0.1015 14211 0.0001 1e-06 1e-06 5 17500 0
4812501 0.0419734 0.0075 0 17457 0.0001 1e-06 1e-06 5 17500 0
27502 0.0259515 0.9975 0 11463 0.0001 1e-06 1e-06 5 20000 0
207501 0.0497063 0.1065 0 19568 0.0001 1e-06 1e-06 5 20000 0
387501 0.125127 0.9985 0 476 0.0001 1e-06 1e-06 5 20000 0
642501 0.0281564 0.2165 0.0765 18198 0.0001 1e-06 1e-06 5 20000 0
642502 -0.0882427 0.2365 0.9895 2975 0.0001 1e-06 1e-06 5 20000 0
800001 0.101076 0.998 0.0075 1308 0.0001 1e-06 1e-06 5 20000 0
920002 0.0335851 0.998 0.0035 6518 0.0001 1e-06 1e-06 5 20000 0
1355001 0.0626657 0.005 0 19941 0.0001 1e-06 1e-06 5 20000 0
1610002 -0.102506 0.0085 1 986 0.0001 1e-06 1e-06 5 20000 0
1917502 -0.00328233 0.0005 0 19944 0.0001 1e-06 1e-06 5 20000 0
2015002 0.0587056 0.8145 0.0015 6981 0.0001 1e-06 1e-06 5 20000 0
2210001 -0.107871 0.0075 0.9655 9348 0.0001 1e-06 1e-06 5 20000 0
3005002 0.0771157 1 0.001 227 0.0001 1e-06 1e-06 5 20000 0
3020002 -0.0861969 0 0.9985 3304 0.0001 1e-06 1e-06 5 20000 0
3087501 -0.0570332 0 0.003 19977 0.0001 1e-06 1e-06 5 20000 0
3087501 0.0623594 0.999 0.004 7786 0.0001 1e-06 1e-06 5 20000 0
3207501 0.023904 0.0085 0 19809 0.0001 1e-06 1e-06 5 20000 0
3830001 -0.119165 0.0025 1 2216 0.0001 1e-06 1e-06 5 20000 0
3987501 -0.0144813 1 1 1775 0.0001 1e-06 1e-06 5 20000 0
4070002 0.0502619 1 1 3186 0.0001 1e-06 1e-06 5 20000 0
27502 0.0259515 0.8495 0 11463 0.0001 1e-06 1e-06 5 22500 0
387501 0.125127 0.993 0.06 476 0.0001 1e-06 1e-06 5 22500 0
455002 -0.0576198 0.0365 0 22386 0.0001 1e-06 1e-06 5 22500 0
642502 -0.0882427 0.0255 0.7145 2975 0.0001 1e-06 1e-06 5 22500 0
800001 0.101076 0.9855 0 1308 0.0001 1e-06 1e-06 5 22500 0
920002 0.0335851 0.998 0.088 6518 0.0001 1e-06 1e-06 5 22500 0
1610002 -0.102506 0.006 1 986 0.0001 1e-06 1e-06 5 22500 0
2015002 0.0587056 0.922 0 6981 0.0001 1e-06 1e-06 5 22500 0
2210001 -0.107871 0.0025 1 9348 0.0001 1e-06 1e-06 5 22500 0
2990002 -0.104427 0 0.001 20945 0.0001 1e-06 1e-06 5 22500 0
3005002 0.0771157 1 0 227 0.0001 1e-06 1e-06 5 22500 0
3020001 -0.0642268 0.0995 0 22330 0.0001 1e-06 1e-06 5 22500 0
3020002 -0.0861969 0 1 3304 0.0001 1e-06 1e-06 5 22500 0
3087501 0.0623594 0.985 0.0415 7786 0.0001 1e-06 1e-06 5 22500 0
3830001 -0.119165 0.0435 1 2216 0.0001 1e-06 1e-06 5 22500 0
3897502 -0.0755483 0 0.7145 20203 0.0001 1e-06 1e-06 5 22500 0
3987501 -0.0144813 1 1 1775 0.0001 1e-06 1e-06 5 22500 0
4070002 0.0502619 1 1 3186 0.0001 1e-06 1e-06 5 22500 0
4310002 0.129601 0 0.1505 21809 0.0001 1e-06 1e-06 5 22500 0
4722502 0.108554 0.0135 0 22388 0.0001 1e-06 1e-06 5 22500 0
4812501 -0.00943195 0 0.009 22383 0.0001 1e-06 1e-06 5 22500 0
4895001 -0.087837 0 0.0405 21261 0.0001 1e-06 1e-06 5 22500 0
27502 0.0259515 0.8975 0.017 11463 0.0001 1e-06 1e-06 5 25000 0
170001 -0.0393574 0.003 0 24988 0.0001 1e-06 1e-06 5 25000 0
387501 0.125127 0.9595 0 476 0.0001 1e-06 1e-06 5 25000 0
642502 -0.0882427 0.0125 1 2975 0.0001 1e-06 1e-06 5 25000 0
800001 0.101076 1 0.145 1308 0.0001 1e-06 1e-06 5 25000 0
800002 -0.017004 0.001 0 24999 0.0001 1e-06 1e-06 5 25000 0
920002 0.0335851 0.969 0.1225 6518 0.0001 1e-06 1e-06 5 25000 0
1310002 0.0126423 0 0.1255 24481 0.0001 1e-06 1e-06 5 25000 0
1362502 -0.06671 0.084 0 24397 0.0001 1e-06 1e-06 5 25000 0
1610002 -0.102506 0.0105 1 986 0.0001 1e-06 1e-06 5 25000 0
1737502 0.0300563 0 0.049 24553 0.0001 1e-06 1e-06 5 25000 0
2015002 0.00168055 0 0.268 24349 0.0001 1e-06 1e-06 5 25000 0
2015002 0.0587056 0.916 0 6981 0.0001 1e-06 1e-06 5 25000 0
2210001 -0.107871 0.1225 0.9665 9348 0.0001 1e-06 1e-06 5 25000 0
2892502 -0.166029 0.001 0 24994 0.0001 1e-06 1e-06 5 25000 0
2990002 -0.0190557 0 0.023 24842 0.0001 1e-06 1e-06 5 25000 0
3005002 0.0771157 0.9815 0.038 227 0.0001 1e-06 1e-06 5 25000 0
3020002 -0.0861969 0.0885 0.635 3304 0.0001 1e-06 1e-06 5 25000 0
3087501 0.0623594 0.9855 0.002 7786 0.0001 1e-06 1e-06 5 25000 0
3470001 0.0449374 0.0065 0 24972 0.0001 1e-06 1e-06 5 25000 0
3710001 0.0119079 0.0005 0 24998 0.0001 1e-06 1e-06 5 25000 0
3830001 -0.119165 0.002 0.9965 2216 0.0001 1e-06 1e-06 5 25000 0
3830002 -0.08103 0.0005 0 25000 0.0001 1e-06 1e-06 5 25000 0
3897501 -0.0249271 0 0.03 24944 0.0001 1e-06 1e-06 5 25000 0
3897502 -0.0755483 0.114 0.947 20203 0.0001 1e-06 1e-06 5 25000 0
3987501 -0.0144813 1 1 1775 0.0001 1e-06 1e-06 5 25000 0
4070002 0.0502619 1 1 3186 0.0001 1e-06 1e-06 5 25000 0
4662501 -0.028324 0.0535 0 24812 0.0001 1e-06 1e-06 5 25000 0
27502 0.0259515 1 0 11463 0.0001 1e-06 1e-06 5 27500 0
170001 0.0532747 0.0285 0.0095 27305 0.0001 1e-06 1e-06 5 27500 0
387501 0.125127 1 0.133 476 0.0001 1e-06 1e-06 5 27500 0
642502 -0.0882427 0.0015 0.998 2975 0.0001 1e-06 1e-06 5 27500 0
642502 -0.00601854 0 0.001 27495 0.0001 1e-06 1e-06 5 27500 0
800001 0.101076 0.992 0 1308 0.0001 1e-06 1e-06 5 27500 0
920002 0.0335851 0.9925 0.155 6518 0.0001 1e-06 1e-06 5 27500 0
1362502 0.00846734 0.0005 0 27499 0.0001 1e-06 1e-06 5 27500 0
1610002 -0.102506 0 1 986 0.0001 1e-06 1e-06 5 27500 0
1662502 -0.13974 0 0.0005 27500 0.0001 1e-06 1e-06 5 27500 0
1677502 -0.0127497 0.0085 0 27487 0.0001 1e-06 1e-06 5 27500 0
1737502 0.0300563 0.348 0.2465 24553 0.0001 1e-06 1e-06 5 27500 0
2015002 0.0587056 1 0 6981 0.0001 1e-06 1e-06 5 27500 0
2045001 -0.0442757 0 0.002 27445 0.0001 1e-06 1e-06 5 27500 0
2210001 -0.107871 0.093 0.94 9348 0.0001 1e-06 1e-06 5 27500 0
2262502 -0.0288629 0.002 0 27495 0.0001 1e-06 1e-06 5 27500 0
2990002 0.0221139 0.0035 0 27488 0.0001 1e-06 1e-06 5 27500 0
3005002 0.0771157 1 0 227 0.0001 1e-06 1e-06 5 27500 0
3020002 -0.0861969 0.2 0.5885 3304 0.0001 1e-06 1e-06 5 27500 0
3087501 0.0623594 0.6355 0 7786 0.0001 1e-06 1e-06 5 27500 0
3830001 -0.119165 0.113 0.9825 2216 0.0001 1e-06 1e-06 5 27500 0
3897502 -0.0755483 0.184 0.9915 20203 0.0001 1e-06 1e-06 5 27500 0
3987501 -0.0124293 0 0.1655 26953 0.0001 1e-06 1e-06 5 27500 0
3987501 -0.0144813 1 0.8345 1775 0.0001 1e-06 1e-06 5 27500 0
4070002 0.0502619 1 1 3186 0.0001 1e-06 1e-06 5 27500 0
27501 0.00152766 0 0.003 29992 0.0001 1e-06 1e-06 5 30000 0
27502 0.0259515 0.996 0.0005 11463 0.0001 1e-06 1e-06 5 30000 0
387501 0.125127 0.9985 0.0825 476 0.0001 1e-06 1e-06 5 30000 0
552501 -0.0360779 0 0.0165 29886 0.0001 1e-06 1e-06 5 30000 0
567501 0.00728197 0.0005 0 30000 0.0001 1e-06 1e-06 5 30000 0
620001 -0.0898213 0 0.0005 29995 0.0001 1e-06 1e-06 5 30000 0
642502 -0.0882427 0.0005 0.725 2975 0.0001 1e-06 1e-06 5 30000 0
800001 0.101076 0.867 0.002 1308 0.0001 1e-06 1e-06 5 30000 0
920002 0.0335851 1 0.29 6518 0.0001 1e-06 1e-06 5 30000 0
1610002 -0.102506 0 0.9775 986 0.0001 1e-06 1e-06 5 30000 0
1617502 -0.0324793 0.004 0 29968 0.0001 1e-06 1e-06 5 30000 0
1737502 0.0300563 0.962 0.046 24553 0.0001 1e-06 1e-06 5 30000 0
2015002 0.0587056 1 0.1625 6981 0.0001 1e-06 1e-06 5 30000 0
2210001 -0.107871 0.077 0.9495 9348 0.0001 1e-06 1e-06 5 30000 0
3005002 0.0771157 0.998 0.0065 227 0.0001 1e-06 1e-06 5 30000 0
3020002 -0.0861969 0.0025 0.911 3304 0.0001 1e-06 1e-06 5 30000 0
3087501 0.0623594 0.6385 0.001 7786 0.0001 1e-06 1e-06 5 30000 0
3117501 -0.0154157 0.025 0 29900 0.0001 1e-06 1e-06 5 30000 0
3117501 0.103643 0.011 0 29795 0.0001 1e-06 1e-06 5 30000 0
3207501 -0.0161586 0.008 0 29975 0.0001 1e-06 1e-06 5 30000 0
3710001 -0.0609618 0.0005 0 29993 0.0001 1e-06 1e-06 5 30000 0
3830001 -0.119165 0 0.936 2216 0.0001 1e-06 1e-06 5 30000 0
3897502 -0.0755483 0 0.9985 20203 0.0001 1e-06 1e-06 5 30000 0
3987501 -0.0144813 1 1 1775 0.0001 1e-06 1e-06 5 30000 0
4070002 0.0502619 1 1 3186 0.0001 1e-06 1e-06 5 30000 0
4662502 0.0395776 0 0.014 29775 0.0001 1e-06 1e-06 5 30000 0
4662502 0.0195729 0 0.0005 30000 0.0001 1e-06 1e-06 5 30000 0
4812502 -0.000617078 0.0085 0 29928 0.0001 1e-06 1e-06 5 30000 0
4962501 0.0677328 0 0.0005 29984 0.0001 1e-06 1e-06 5 30000 0
27502 0.0259515 0.958 0 11463 0.0001 1e-06 1e-06 5 32500 0
387501 0.125127 0.99 0.0585 476 0.0001 1e-06 1e-06 5 32500 0
455002 -0.0147343 0.006 0 32472 0.0001 1e-06 1e-06 5 32500 0
537502 -0.0379142 0.307 0 30062 0.0001 1e-06 1e-06 5 32500 0
642502 -0.0882427 0.0015 0.6975 2975 0.0001 1e-06 1e-06 5 32500 0
800001 0.101076 0.7925 0.014 1308 0.0001 1e-06 1e-06 5 32500 0
920002 0.0335851 0.9955 0.0855 6518 0.0001 1e-06 1e-06 5 32500 0
1362501 -0.0438638 0.0365 0 32405 0.0001 1e-06 1e-06 5 32500 0
1610002 -0.102506 0.004 0.999 986 0.0001 1e-06 1e-06 5 32500 0
1737502 0.0300563 1 1 24553 0.0001 1e-06 1e-06 5 32500 0
2015002 0.0587056 0.819 0.0065 6981 0.0001 1e-06 1e-06 5 32500 0
2030001 0.102239 0.0025 0.031 32210 0.0001 1e-06 1e-06 5 32500 0
2112501 -0.0201067 0.094 0 32091 0.0001 1e-06 1e-06 5 32500 0
2210001 -0.107871 0.0125 0.98 9348 0.0001 1e-06 1e-06 5 32500 0
2990001 -0.0292639 0 0.001 32497 0.0001 1e-06 1e-06 5 32500 0
3005002 0.0771157 0.9975 0.079 227 0.0001 1e-06 1e-06 5 32500 0
3005002 -0.0163935 0.0015 0.13 31384 0.0001 1e-06 1e-06 5 32500 0
3020002 -0.0861969 0.0015 0.9995 3304 0.0001 1e-06 1e-06 5 32500 0
3087501 0.0623594 0.9985 0.0395 7786 0.0001 1e-06 1e-06 5 32500 0
3117501 -0.0154157 0.1105 0 29900 0.0001 1e-06 1e-06 5 32500 0
3132501 -0.040572 0.0015 0 32494 0.0001 1e-06 1e-06 5 32500 0
3207501 0.0153067 0.243 0.0025 31244 0.0001 1e-06 1e-06 5 32500 0
3830001 -0.119165 0.004 0.992 2216 0.0001 1e-06 1e-06 5 32500 0
3897501 0.0251642 0 0.0215 32437 0.0001 1e-06 1e-06 5 32500 0
3897502 -0.0755483 0.2845 0.9965 20203 0.0001 1e-06 1e-06 5 32500 0
3987501 -0.0144813 1 1 1775 0.0001 1e-06 1e-06 5 32500 0
4070002 0.0502619 1 1 3186 0.0001 1e-06 1e-06 5 32500 0
4482502 -0.042643 0.001 0 32499 0.0001 1e-06 1e-06 5 32500 0
4580002 0.0504436 0.113 0.0005 32050 0.0001 1e-06 1e-06 5 32500 0
4617501 0.0475609 0 0.0005 32397 0.0001 1e-06 1e-06 5 32500 0
4812502 0.0211736 0.001 0 32494 0.0001 1e-06 1e-06 5 32500 0
27502 0.0259515 0.999 0.107 11463 0.0001 1e-06 1e-06 5 35000 0
387501 0.125127 0.999 0.1065 476 0.0001 1e-06 1e-06 5 35000 0
642502 -0.0882427 0.001 0.8795 2975 0.0001 1e-06 1e-06 5 35000 0
800001 0.101076 0.999 0.098 1308 0.0001 1e-06 1e-06 5 35000 0
920002 0.0335851 0.4295 0 6518 0.0001 1e-06 1e-06 5 35000 0
1467502 -0.0806702 0 0.001 34993 0.0001 1e-06 1e-06 5 35000 0
1610002 -0.102506 0.001 0.96 986 0.0001 1e-06 1e-06 5 35000 0
1632501 -0.0612251 0.0025 0 34829 0.0001 1e-06 1e-06 5 35000 0
1737502 0.0300563 1 1 24553 0.0001 1e-06 1e-06 5 35000 0
1917501 -0.0319404 0 0.0005 34913 0.0001 1e-06 1e-06 5 35000 0
1917502 -0.0659441 0.001 1 32794 0.0001 1e-06 1e-06 5 35000 0
2015002 0.0587056 0.999 0 6981 0.0001 1e-06 1e-06 5 35000 0
2150001 0.0448964 0 0.0005 34992 0.0001 1e-06 1e-06 5 35000 0
2210001 -0.107871 0.001 0.9605 9348 0.0001 1e-06 1e-06 5 35000 0
2300001 -0.000359552 0.001 0 34998 0.0001 1e-06 1e-06 5 35000 0
2330002 0.00914136 0 0.0195 34965 0.0001 1e-06 1e-06 5 35000 0
3005002 0.0771157 0.932 0 227 0.0001 1e-06 1e-06 5 35000 0
3020002 -0.0861969 0.077 0.8915 3304 0.0001 1e-06 1e-06 5 35000 0
3087501 0.0623594 0.579 0.1135 7786 0.0001 1e-06 1e-06 5 35000 0
