position select_coef p1_freq p2_freq origin_gen migr_rate mut_rate recomb_rate fitness_width output_gen rep
1355002 -0.0726846 0 1 1572 1e-05 1e-06 1e-06 5 5000 0
1662501 -0.0789423 0 1 68 1e-05 1e-06 1e-06 5 5000 0
1737501 -0.0924284 0.0055 1 489 1e-05 1e-06 1e-06 5 5000 0
1737502 0.104218 0.9945 0 2216 1e-05 1e-06 1e-06 5 5000 0
1970001 -0.0721577 0.0005 1 261 1e-05 1e-06 1e-06 5 5000 0
2112502 0.0607018 1 0 1906 1e-05 1e-06 1e-06 5 5000 0
2150001 0.062742 1 0 1514 1e-05 1e-06 1e-06 5 5000 0
2262501 0.0637577 1 0 1051 1e-05 1e-06 1e-06 5 5000 0
2307501 0.0443705 0.0055 0 4820 1e-05 1e-06 1e-06 5 5000 0
3117501 0.0639856 0.795 0 3156 1e-05 1e-06 1e-06 5 5000 0
3117502 -0.0486876 0 0.885 3261 1e-05 1e-06 1e-06 5 5000 0
3710001 0.00147309 0.0005 0 5000 1e-05 1e-06 1e-06 5 5000 0
4092501 0.0018586 0 0.0045 4931 1e-05 1e-06 1e-06 5 5000 0
4122501 0.0545052 0.9925 0 321 1e-05 1e-06 1e-06 5 5000 0
4722502 -0.0597026 0.008 0 4847 1e-05 1e-06 1e-06 5 5000 0
192502 -0.0166084 0 0.0025 2490 1e-05 1e-06 1e-06 5 2500 1
207502 0.016568 0.004 0 2493 1e-05 1e-06 1e-06 5 2500 1
342501 0.0002787 0.0015 0 2429 1e-05 1e-06 1e-06 5 2500 1
455002 0.00604582 0.137 0 2240 1e-05 1e-06 1e-06 5 2500 1
620002 0.095795 0.9705 0 432 1e-05 1e-06 1e-06 5 2500 1
642502 -0.0260624 0.0825 0 2336 1e-05 1e-06 1e-06 5 2500 1
650001 0.0212962 0.996 0 1020 1e-05 1e-06 1e-06 5 2500 1
1362502 -0.0547606 0.02 0 2398 1e-05 1e-06 1e-06 5 2500 1
1362502 -0.02503 0 0.0155 2223 1e-05 1e-06 1e-06 5 2500 1
1467501 0.117329 0.0005 0 2499 1e-05 1e-06 1e-06 5 2500 1
1970002 0.0902098 0.004 0 2462 1e-05 1e-06 1e-06 5 2500 1
2037501 0.0490533 0.0045 0 2494 1e-05 1e-06 1e-06 5 2500 1
2045002 0.0171239 0 0.019 2441 1e-05 1e-06 1e-06 5 2500 1
2112501 0.0369178 0 0.0005 2460 1e-05 1e-06 1e-06 5 2500 1
2352502 0.0759911 1 0 435 1e-05 1e-06 1e-06 5 2500 1
2457501 0.0263689 0.0005 0 2488 1e-05 1e-06 1e-06 5 2500 1
3207502 -0.0798313 0 0.063 2307 1e-05 1e-06 1e-06 5 2500 1
3747502 0.0305885 0.4025 0 1803 1e-05 1e-06 1e-06 5 2500 1
3987502 -0.114279 0 1 1941 1e-05 1e-06 1e-06 5 2500 1
4092501 -0.00333745 0 0.01 2437 1e-05 1e-06 1e-06 5 2500 1
4482501 -0.0292145 0 1 431 1e-05 1e-06 1e-06 5 2500 1
4722501 0.0664992 1 0 520 1e-05 1e-06 1e-06 5 2500 1
4977502 0.0469794 0 0.001 2496 1e-05 1e-06 1e-06 5 2500 1
207501 0.0298462 0 0.002 4994 1e-05 1e-06 1e-06 5 5000 1
620002 0.095795 1 0 432 1e-05 1e-06 1e-06 5 5000 1
650001 0.0212962 1 0 1020 1e-05 1e-06 1e-06 5 5000 1
1970002 0.0821858 0.0105 0 4959 1e-05 1e-06 1e-06 5 5000 1
2037501 0.0490533 1 0 2494 1e-05 1e-06 1e-06 5 5000 1
2112501 -0.0548042 0 0.9595 3454 1e-05 1e-06 1e-06 5 5000 1
2262501 0.019298 0.0035 0 4978 1e-05 1e-06 1e-06 5 5000 1
2352502 0.0759911 1 0 435 1e-05 1e-06 1e-06 5 5000 1
2412502 0.108745 0 0.0045 4883 1e-05 1e-06 1e-06 5 5000 1
2457501 0.0263689 0.9975 0 2488 1e-05 1e-06 1e-06 5 5000 1
3087501 0.0326773 0 0.005 4981 1e-05 1e-06 1e-06 5 5000 1
3117501 -0.0679177 0 0.0575 4423 1e-05 1e-06 1e-06 5 5000 1
3207502 -0.0798313 0 1 2307 1e-05 1e-06 1e-06 5 5000 1
3710001 -0.0923838 0.0005 0 4997 1e-05 1e-06 1e-06 5 5000 1
3747502 0.0305885 1 0 1803 1e-05 1e-06 1e-06 5 5000 1
3987502 -0.114279 0 1 1941 1e-05 1e-06 1e-06 5 5000 1
4482501 -0.0292145 0 1 431 1e-05 1e-06 1e-06 5 5000 1
4482501 0.00461524 0.0435 0 3619 1e-05 1e-06 1e-06 5 5000 1
4482502 -0.0569819 0 1 3233 1e-05 1e-06 1e-06 5 5000 1
4580002 0.046596 0.0005 0 4991 1e-05 1e-06 1e-06 5 5000 1
4662501 -0.00935791 0.0005 0 4999 1e-05 1e-06 1e-06 5 5000 1
4722501 0.0664992 1 0 520 1e-05 1e-06 1e-06 5 5000 1
207502 -0.0367282 0 1 729 1e-05 1e-06 1e-06 5 2500 2
620001 -0.0496276 0 0.252 2106 1e-05 1e-06 1e-06 5 2500 2
642502 0.00458114 0 0.0025 2497 1e-05 1e-06 1e-06 5 2500 2
1310001 0.0635647 1 0 97 1e-05 1e-06 1e-06 5 2500 2
1610001 -0.0329256 0.138 0 2069 1e-05 1e-06 1e-06 5 2500 2
1677502 -0.0273478 0 0.0005 2499 1e-05 1e-06 1e-06 5 2500 2
2015002 -0.0805409 0 0.0425 2442 1e-05 1e-06 1e-06 5 2500 2
2307501 -0.0493724 0.001 0 2454 1e-05 1e-06 1e-06 5 2500 2
2457501 -0.0106149 0 0.173 2029 1e-05 1e-06 1e-06 5 2500 2
2457502 0.0542129 1 0 29 1e-05 1e-06 1e-06 5 2500 2
2720002 -0.0128397 0.085 0.9715 438 1e-05 1e-06 1e-06 5 2500 2
3207502 -0.0181439 0.0655 0 1927 1e-05 1e-06 1e-06 5 2500 2
3470001 0.0363517 0.175 0 2194 1e-05 1e-06 1e-06 5 2500 2
4310001 -0.00758822 0 0.009 2441 1e-05 1e-06 1e-06 5 2500 2
4580001 -0.0375958 0 1 868 1e-05 1e-06 1e-06 5 2500 2
4580001 0.164709 1 0 756 1e-05 1e-06 1e-06 5 2500 2
4617501 0.0187353 0.1355 0 2061 1e-05 1e-06 1e-06 5 2500 2
132502 -0.0221335 0.2725 0 3516 1e-05 1e-06 1e-06 5 5000 2
192502 0.0697762 0.001 0 4999 1e-05 1e-06 1e-06 5 5000 2
207502 -0.0367282 0 1 729 1e-05 1e-06 1e-06 5 5000 2
620001 -0.0496276 0.0035 1 2106 1e-05 1e-06 1e-06 5 5000 2
620002 0.00574706 0 0.0005 5000 1e-05 1e-06 1e-06 5 5000 2
800001 -0.112056 0 0.9615 3768 1e-05 1e-06 1e-06 5 5000 2
1310001 0.0635647 1 0 97 1e-05 1e-06 1e-06 5 5000 2
1632501 -0.0463557 0 0.004 4986 1e-05 1e-06 1e-06 5 5000 2
2015002 -0.0805409 0 1 2442 1e-05 1e-06 1e-06 5 5000 2
2030001 0.052353 0 0.038 4763 1e-05 1e-06 1e-06 5 5000 2
2112501 -0.089426 0 0.7025 3565 1e-05 1e-06 1e-06 5 5000 2
2457502 0.0542129 1 0 29 1e-05 1e-06 1e-06 5 5000 2
2720002 -0.0128397 0 1 438 1e-05 1e-06 1e-06 5 5000 2
2990001 0.00327121 0 0.0005 4992 1e-05 1e-06 1e-06 5 5000 2
3470001 0.0363517 1 0 2194 1e-05 1e-06 1e-06 5 5000 2
3710001 -0.0211201 0 0.001 4993 1e-05 1e-06 1e-06 5 5000 2
3710001 0.0972797 1 0 2510 1e-05 1e-06 1e-06 5 5000 2
4092502 -0.0278912 0 0.0035 4977 1e-05 1e-06 1e-06 5 5000 2
4580001 -0.0375958 0 1 868 1e-05 1e-06 1e-06 5 5000 2
4580001 0.164709 1 0 756 1e-05 1e-06 1e-06 5 5000 2
170002 0.0851951 1 0 31 1e-05 1e-06 1e-06 5 2500 3
920001 -0.03188 0 0.85 1326 1e-05 1e-06 1e-06 5 2500 3
1355001 0.01983 0.3585 0 1571 1e-05 1e-06 1e-06 5 2500 3
1610002 0.0394199 0.608 0 1386 1e-05 1e-06 1e-06 5 2500 3
1917502 -0.0856983 0 1 207 1e-05 1e-06 1e-06 5 2500 3
2037502 -0.0817973 0 1 91 1e-05 1e-06 1e-06 5 2500 3
2352501 -0.0345206 0.003 0 2498 1e-05 1e-06 1e-06 5 2500 3
3087501 -0.0825735 0 0.6735 1755 1e-05 1e-06 1e-06 5 2500 3
3132502 -0.0559636 0 0.0985 2294 1e-05 1e-06 1e-06 5 2500 3
3710002 -0.0737842 0 1 279 1e-05 1e-06 1e-06 5 2500 3
3830002 0.0533249 1 0 453 1e-05 1e-06 1e-06 5 2500 3
4070001 -0.0374405 0 0.0005 2499 1e-05 1e-06 1e-06 5 2500 3
4310002 0.0609484 0.8855 0 1549 1e-05 1e-06 1e-06 5 2500 3
4722502 -0.0220639 0 0.3725 1774 1e-05 1e-06 1e-06 5 2500 3
4977502 -0.0348141 0 0.021 2451 1e-05 1e-06 1e-06 5 2500 3
170002 0.0851951 1 0 31 1e-05 1e-06 1e-06 5 5000 3
387502 -0.0384904 0 0.0015 4998 1e-05 1e-06 1e-06 5 5000 3
537501 0.0433648 0.0005 0 5000 1e-05 1e-06 1e-06 5 5000 3
537502 -0.0423303 0.064 0.464 3562 1e-05 1e-06 1e-06 5 5000 3
552501 0.0561867 0.8975 0 4362 1e-05 1e-06 1e-06 5 5000 3
920001 -0.03188 0 1 1326 1e-05 1e-06 1e-06 5 5000 3
1355001 0.01983 0.8145 0 1571 1e-05 1e-06 1e-06 5 5000 3
1610002 0.0394199 1 0 1386 1e-05 1e-06 1e-06 5 5000 3
1662502 0.0370069 0 0.001 4995 1e-05 1e-06 1e-06 5 5000 3
1917502 -0.0856983 0 1 207 1e-05 1e-06 1e-06 5 5000 3
2037502 -0.0817973 0 1 91 1e-05 1e-06 1e-06 5 5000 3
3087501 -0.0825735 0 1 1755 1e-05 1e-06 1e-06 5 5000 3
3132502 -0.0559636 0 0.5535 2294 1e-05 1e-06 1e-06 5 5000 3
3507502 0.0364319 0 0.001 4993 1e-05 1e-06 1e-06 5 5000 3
3710002 -0.0737842 0 1 279 1e-05 1e-06 1e-06 5 5000 3
3830002 0.0533249 1 0 453 1e-05 1e-06 1e-06 5 5000 3
3987502 0.0390909 0.0025 0 4971 1e-05 1e-06 1e-06 5 5000 3
4310002 0.0609484 1 0 1549 1e-05 1e-06 1e-06 5 5000 3
4722502 -0.0220639 0 1 1774 1e-05 1e-06 1e-06 5 5000 3
140002 -0.000554527 0.416 0 1802 1e-05 1e-06 1e-06 5 2500 4
207501 0.0331151 0.0685 0 2273 1e-05 1e-06 1e-06 5 2500 4
342501 0.0202903 0 0.009 2466 1e-05 1e-06 1e-06 5 2500 4
387501 -0.0508262 0 0.8805 1394 1e-05 1e-06 1e-06 5 2500 4
642502 -0.0149651 0 0.26 2060 1e-05 1e-06 1e-06 5 2500 4
1355002 0.113048 1 0 1432 1e-05 1e-06 1e-06 5 2500 4
1737501 -0.0329173 0 0.556 1949 1e-05 1e-06 1e-06 5 2500 4
1737502 -0.0600301 0.0005 0 2500 1e-05 1e-06 1e-06 5 2500 4
2045002 0.0205468 0.0005 0 2496 1e-05 1e-06 1e-06 5 2500 4
2045002 0.0122173 0.983 0 1075 1e-05 1e-06 1e-06 5 2500 4
2150001 0.11566 1 0 679 1e-05 1e-06 1e-06 5 2500 4
2262502 -0.11835 0 1 623 1e-05 1e-06 1e-06 5 2500 4
2720001 -0.0176018 0.0045 0 2465 1e-05 1e-06 1e-06 5 2500 4
2720001 -0.0210816 0 0.001 2499 1e-05 1e-06 1e-06 5 2500 4
3207502 0.0438974 0 0.003 2490 1e-05 1e-06 1e-06 5 2500 4
3620001 0.0674599 0.0015 0 2493 1e-05 1e-06 1e-06 5 2500 4
3710001 -0.0517058 0 0.0005 2496 1e-05 1e-06 1e-06 5 2500 4
3830002 -0.0128234 0 0.826 1320 1e-05 1e-06 1e-06 5 2500 4
4482501 0.0937676 0 0.002 2499 1e-05 1e-06 1e-06 5 2500 4
4580002 -0.0643181 0 0.002 2494 1e-05 1e-06 1e-06 5 2500 4
4895001 -0.0304531 0 1 281 1e-05 1e-06 1e-06 5 2500 4
140002 -0.000554527 1 0.001 1802 1e-05 1e-06 1e-06 5 5000 4
207501 0.0331151 1 0.001 2273 1e-05 1e-06 1e-06 5 5000 4
387501 -0.0508262 0 1 1394 1e-05 1e-06 1e-06 5 5000 4
642502 -0.0149651 0 1 2060 1e-05 1e-06 1e-06 5 5000 4
747502 0.0809004 1 0 3491 1e-05 1e-06 1e-06 5 5000 4
1355002 0.113048 1 0 1432 1e-05 1e-06 1e-06 5 5000 4
1737501 -0.0329173 0 1 1949 1e-05 1e-06 1e-06 5 5000 4
2015002 -0.0627331 0 1 3131 1e-05 1e-06 1e-06 5 5000 4
2037501 -0.061746 0 0.6195 4087 1e-05 1e-06 1e-06 5 5000 4
2045002 0.0122173 1 0 1075 1e-05 1e-06 1e-06 5 5000 4
2150001 0.11566 1 0 679 1e-05 1e-06 1e-06 5 5000 4
2262502 -0.11835 0 1 623 1e-05 1e-06 1e-06 5 5000 4
2720001 0.0577158 0.0895 0 4757 1e-05 1e-06 1e-06 5 5000 4
2990002 0.0666071 0.0005 0 5000 1e-05 1e-06 1e-06 5 5000 4
3117501 0.0755696 0.769 0 4271 1e-05 1e-06 1e-06 5 5000 4
3620001 0.0101252 0 0.136 4846 1e-05 1e-06 1e-06 5 5000 4
3830002 -0.0128234 0 0.3365 1320 1e-05 1e-06 1e-06 5 5000 4
3882501 -0.017932 0 0.393 3895 1e-05 1e-06 1e-06 5 5000 4
4895001 -0.0304531 0 1 281 1e-05 1e-06 1e-06 5 5000 4
4962502 0.0944963 0 0.001 4999 1e-05 1e-06 1e-06 5 5000 4
